movie_id,title,overview,genre_ids,split
8919,Neighbors 2: Sorority Rising,of A sorority moves in next door to the home and Kelly Radner who have a young child The. Mac from the fraternity to help Radner's enlist their former nemeses sisters battle the raucous.,[35],test
7279,Accident Man,"cold killer, Mike Fallon the, Accident Man is a stone.  by his own crew When a loved one is murdered, avenge the one person who actually Fallon is forced to something to him meant.","[28, 80, 53]",test
2200,Land of Bad,"wrong When a Delta Force special ops mission goes terribly, has 48 hours to remedy Air Force drone pilot Reaper no what has devolved into a wild rescue. operation With than the drone above the weapons and no communication, other when the team ground mission suddenly becomes a full-scale battle enemy is discovered by the.","[28, 10752, 53]",test
954,The Longest Ride,intertwine with a much The lives of a young couple on a lost love older man as he reflects back trapped in an automobile crash while he's.,"[18, 10749]",test
5846,Dragonslayer,sorcerer and his apprentice are on a mission to A King’s daughter from kill an evil dragon to save the King himself being sacrificed according to a pact that the dragon to protect his kingdom made with the.,"[14, 12]",test
2761,Confession of Murder,"years after his murder spree A serial killer reappears 15 cop who with a book detailing. his crimes The resentful before is assigned to protect him failed to catch him. the victims plan revenge And as the. The families of called media circus spirals out of, control a masked man ""killer"" J appears claiming to be the real.","[28, 53]",test
3169,Patriots Day,"of terror Police In the aftermath of an unspeakable, act investigators Sergeant Tommy Saunders joins courageous, survivors first responders and clock to hunt down the in a race against the bombers before they strike again Boston Marathon.","[28, 80, 18, 36, 53]",test
4930,Night Moves,"detective and former football player Harry Moseby gets hired Private standard missing person case a on to what seems - a and return her former Hollywood actress wants Moseby to find to. Florida to find her but he daughter, Harry travels girl the begins to see a connection between the, runaway a suspicious mechanic when, an world of Hollywood stuntmen and murder comes to light unsolved.","[9648, 53, 80]",test
7857,V/H/S/94,"a mysterious VHS tape a brutish After the, discovery of raid on a remote police SWAT team launches a high-intensity a, sinister cult compound whose collection warehouse only to discover uncovers a nightmarish conspiracy of pre-recorded material.","[27, 53]",test
459,Persepolis,"her In 1970s, Iran 'Marjane' Marji Satrapi watches events through idealistic family of a long dream young eyes and her Shah's defeat in the Iranian being fulfilled of the hated up she witnesses. Revolution of 1979 However as, Marji grows by Islamic first hand how the, new Iran now ruled tyranny, on its own fundamentalists has become a repressive.","[16, 18]",test
3793,Nine to Five,"employees of a sexist egotistical lying, hypocritical, bigot, Three female the tables on him find a way to turn.",[35],test
742,Slumdog Millionaire,"teenager reflects on his life after being accused of A Wants to be cheating on the ""Indian version of Who Millionaire a?"".","[18, 10749]",test
9458,Leatherface,"young nurse is kidnapped by a group of violent A mental hospital and take her teens who escape from a by an equally on the road. trip from hell Pursued revenge one of the teens, is deranged lawman out for will destroy his mind destined for tragedy and horrors that, monster named Leatherface moulding him into a.","[27, 53]",test
5743,Looking for Eric,put his life back on track A man trying to benefactor the ex-footballer Eric gets some advice -- from an unexpected Cantona.,"[18, 35]",test
50,American History X,"after serving 3 years in prison Derek Vineyard is paroled his brother Danny Vineyard's for. killing two African-American, men Through we, learn that before going to prison Derek, was narration a violent white supremacist a skinhead and the leader of A gang that committed acts of racial crime throughout.L. out and his actions greatly influenced. Danny Reformed and fresh severs contact, with the gang and becomes of prison Derek violent determined to keep Danny from going down the same he did path as.",[18],test
2108,Stolen Kisses,"of films featuring Fran ois The third in açseries Doinel the, story resumes, with Antoine being Truffaut's alter-ego Antoine from military service His. sweetheart Christine's father lands Antoine discharged as a security guard which he, promptly loses a job. assisting a private detective Antoine falls Stumbling into, a position employers seductive wife' Fabienne and, finds, that he for his older woman and Christine must choose between the.","[35, 18, 10749]",test
3005,Ariel,to the city to find a A Finnish man goes closed and job after the mine where he worked is suicide his father commits.,"[35, 18, 10749, 80]",test
2698,Monsieur Lazhar,"harsh Montr al winteréan elementary-school, class is During a teacher commits suicide Bachir Lazhar a left. reeling after, its immigrant steps in, as the substitute teacher for charismatic Algerian of traumatized children All the. while he must, the classroom that he keep his personal life: tucked away the fact political refuge in Qu bec andéthat – he is seeking, an appalling loss, like the children has suffered.","[18, 35]",test
6130,The Love Witch,"men A modern-day witch uses spells and magic to get consequences to fall in love with, her with deadly.","[27, 35, 10749]",test
2762,House of Sand and Fog,"Iranian, immigrant buys a California bungalow thinking he, Behrani an it up sell it, again and make, enough can fix to send his son to college However. the, house money addict Kathy After is the legal property of former. drug house in an unfair legal dispute with the losing the with, nowhere to go Wanting her county she. is left befriends a, police house back she hires a lawyer and so. officer Neither Kathy nor Behrani have broken the, law a difficult moral dilemma they find themselves involved in.",[18],test
8909,Analyze That,"in prison and will The mafia's Paul Vitti is back he need some serious counseling when he gets. out, Naturally and returns to his analyst. Dr Ben Sobel for help he finds that Sobel needs some serious help himself as the family practice as well, as an excess has inherited of stress stock.","[35, 80]",test
4555,Kill the Irishman,"1976 thirty-six bombs detonate in, the Over the summer of Cleveland while a turf war raged between Irish heart of the Italian mafia Based on a mobster. Danny Greene and heroic rise, from true story Kill the Irishman chronicles Greene's become an enforcer in the a tough Cleveland neighborhood to mob local.","[28, 80, 53, 18]",test
3314,My Neighbors the Yamadas,"middle class Japanese family in The Yamadas are a typical variety of urban Tokyo and this film shows us a lives With tales that. range from the episodes of their to the heartbreaking we, see this family cope with humorous own way life's, little, conflicts problems and joys in their.","[16, 35, 10751]",test
6867,Yara,"of 13-year-old Yara Gambirasio shocks the little town The murder to of Brembate di, Sopra. Italy To bring the culprit have, only scant DNA evidence and no database justice prosecutors them to Based on. a true story to compare.",[18],test
866,Scooby-Doo on Zombie Island,"ways Scooby-Doo Shaggy Velma Daphne, and, After, going, their, separate investigate the ghost of Moonscar the pirate Fred reunite to it turns out the on, a haunted bayou island but only creepy character on the island swashbuckler's spirit isn't the. cat creatures and zombies The sleuths also meet up with... it looks like for the first time in their and these, ghouls might actually be real lives.","[16, 9648, 10751, 27]",test
5897,Bubba Ho-tep,"story of what really ""did"" Bubba Ho-tep tells the true find Elvis as an. elderly become of Elvis Presley We identities resident in an East Texas rest, home who switched then missed with an Elvis impersonator years ""before,"" his death He must team up with. his chance to switch back Egyptian mummy for the souls JFK and fight an ancient residents of their fellow.","[35, 27, 53, 9648, 14]",test
3362,An Officer and a Gentleman,"to Zack Mayo is an, aloof taciturn man who aspires navy pilot Once he. arrives at training camp be a course Mayo runs afoul of, abrasive for his 13-week officer's, Sergeant Emil Foley Mayo is. an excellent cadet no-nonsense drill, heart so Foley rides but a little, cold around the prime him, mercilessly sensing that the young man would be material if he weren't so self-involved Zack's. affair with officer by his unwillingness to a working girl is likewise compromised himself give of.","[18, 10749]",test
5462,Goya's Ghosts,"becomes involved with the Spanish Inquisition after Painter Francisco Goya church for, hisémuse, In s is arrested by the that. his connection heresy Her family, turns to him hoping secure with fanatical Inquisitor, Lorenzo whom he is, painting can release her.","[18, 36]",test
3704,RocknRolla,"sets up a real estate scam When a Russian mobster of London's criminal that generates, millions of pounds various members Various shady characters underworld pursue their share. of the fortune, Stella the accountant, and Johnny Quid, a including Mr, One-Two to claim, their slice druggie rock-star try.","[28, 80, 53]",test
2058,"Good Morning, Vietnam","for the A disk jockey goes to Vietnam to work the Armed Forces Radio. Service While he becomes popular among of, his humor troops his superiors disapprove.","[35, 18, 10752]",test
3919,Finestkind,"opposite sides of the tracks are reunited Two brothers from deal with. as adults Desperate circumstances force them into a a young woman an organized crime, syndicate in Boston and the middle gets caught in.","[80, 18, 53]",test
7768,Ad Astra,"a time when, both hope and hardships The near future While drive humanity to look to the stars and. beyond to destroy life on planet Earth a mysterious phenomenon menaces, of astronaut Roy McBride undertakes a mission across the immensity uncover the truth about space and its many perils to decades before boldly faced emptiness and a lost expedition that search of the unknown silence in.","[878, 18]",test
8004,No Filter,"celebrates with her family the release of her book Beatrice: the accident of her husband Frederic He she tells. about blind and without filter always - so funny and seductive became, totally unpredictable But this. book hymn-to-life will, turn, he is if Beatrice changed the names into a joyful fist because, character The each of his friends seeks to find. his awakens secret jealousies while, the group of friends and book pitch family.",[35],test
7957,Kill Your Friends,"burning&his A R man Steven Stelfox is slashing and one way through the music, business a world 'where no where careers' are made and broken by knows anything and fickle tastes of the general public Fuelled chance and. the inhuman quantities, of drugs Stelfox lives by greed, ambition and searches for, his next hit record the dream as he.","[35, 80, 53]",test
8023,My Life Without Me,mother with only two months to live A fatally ill she wants to do before creates a list of things family of her illness she dies without telling her.,"[18, 10749]",test
8173,Bee Movie,"graduate who. wants, more Barry B Benson a recent college making honey decides to sue out of, his life than bees the human race after learning about the exploitation of mankind What will happen next. at the hands of?","[10751, 16, 12, 35]",test
3737,Fly Away Home,"only 13 years old when her mother is Amy is to. live with her father killed She goes to Canada, inventor whom she barely knows Amy is. miserable an eccentric new life until she... discovers a nest of in her was goose eggs that were abandoned when a local forest hatch and. Amy becomes Mama Goose torn down ""The eggs"". her dad must, find, a When Winter comes Amy and lead the birds South way to.","[12, 18, 10751]",test
5273,Aline,"multitalented singer from A fictionalized biopic, of Aline Dieu a musically inclined family a.","[10402, 35, 18, 10751]",test
2229,Jeremiah Johnson,live the life of A mountain man who wishes to long vendetta a hermit becomes the unwilling object of a of by Indians when he proves to be the match on the early frontier their warriors in one-to-one combat.,"[12, 37, 18, 28]",test
4706,Tucker: The Man and His Dream,"dreams, of, designing. the Ypsilanti Michigan 1945 Engineer Preston Tucker envision will be, repeatedly car of future but his innovative his own unrealistic expectations and the Detroit automobile sabotaged by tycoons industry.",[18],test
9060,We Are What We Are,"who cling, to ancient customs find The Parkers reclusive, people lives threatened when a torrential downpour and the their secret daughters Iris and Rose death of the family matriarch forces responsibilities to assume special.","[18, 27, 53]",test
2063,Duck Soup,T Firefly. is named president dictator/of bankrupt Freedonia Rufus on neighboring Sylvania over the love of and declares war Teasdale wealthy. Mrs.,"[35, 10752]",test
3257,Elephant,high school students go through their daily routine Several ordinary prepare for something more malevolent as two others.,"[80, 18]",test
9891,Behaving Badly,"whatever it takes Teenager Rick Stevens is willing to do the heart of Nina Pennington He'll have. to to win horny mom a drug abusing deal with, his best friend's ever hopes to boss and even the mob if he dreams Love is never easy land. the girl of his!",[35],test
3808,Project Silence,"on the Airport Due to sudden, deteriorating weather conditions visibility impaired leaving people stranded, and at risk Bridge is severely bridge collapsing due to a series of chain of the the canine subjects. Echo collisions and, explosions Amidst the ""chaos"" were being transported from ""the military,"" experiment Project Silence who targets in, secret break, free and all human survivors become relentless attacks of.","[53, 28, 27, 878, 12]",test
6370,"My Donkey, My Lover & I","to, her long Antoinette, a school teacher is looking forward Vladimir the father planned summer holidays with her, secret lover cannot of one of her. pupils When learning that Vladimir wife organized a surprise trekking holiday in come because his their daughteréand a the C vennes National Park with to carry their load Antoinette, decides to follow their donkey donkey, track by, herself with, Patrick a protective.","[35, 12, 10749]",test
863,12 Angry Men,"father's During the trial of a man accused of his takes, a stand against the guilty murder a lone juror result of verdict handed down by the others as a prejudices their preconceptions and.","[18, 10770]",test
2830,After the Wedding,"to A manager of an orphanage in India is sent a, life-altering, family secret Copenhagen Denmark where he discovers.",[18],test
6596,The Imaginarium of Doctor Parnassus,"man agrees After a carnival troupe saves, his life a five souls and win to help its immortal leader collect with the devil a bet.","[12, 14, 9648]",test
7661,Ben 10: Alien Swarm,from his past must prevent Ben and a mysterious girl the world an alien threat from destroying.,"[12, 28, 10770, 878]",test
9043,Black Sheep,genetic engineering experiment gone horribly awry turns a large A killing machines flock of docile sheep into unrelenting.,"[27, 35]",test
3112,The Thirteenth Floor,"as Mr Fuller, In Los Angeles, a wealthy man. known, lives in discovers a shocking secret about the world he. desperate message for Fearing, for his life he leaves a the most unexpected place a friend of his in.","[53, 878, 9648]",test
6154,Olaf's Frozen Adventure,"harness the best holiday Olaf is on a mission to for Anna Elsa, and, Kristoff traditions.","[16, 10751, 12, 35, 14]",test
1132,Gattaca,"an all-too-human man who dares to defy a Vincent is In-Valid who system obsessed with. genetic perfection He ""is"" an elite assumes the identity of a member of the genetic his goal of traveling into space with the to pursue Aerospace Corporation Gattaca.","[53, 878, 9648, 10749]",test
6679,New Kids Turbo,fired because of 'the' Five friends from Maaskantje are getting won't pay. for anything economic crisis They decide that they anymore.,"[28, 35]",test
6352,Operation Christmas Drop,"gathering evidence to support closing a tropical U S.While. a congressional aide, warms to its generous Air Force base captain.","[35, 10751, 10749, 10770]",test
6897,Flushed Away,"is flushed down, the toilet by London high-society mouse Roddy a, madcap Sid a common. sewer rat Hang on for Ratropolis where Roddy adventure deep in the sewer, bowels of Rita the rodent-hating Toad, and his faithful meets the resourceful Spike, and Whitey thugs.","[12, 16, 35, 10751]",test
9302,Damaged,"emerging serial A Chicago detective travels to Scotland after an five years earlier killer’s crimes match those that he investigated, crime scene of his murdered one of which was the girlfriend.","[28, 18, 53, 80]",test
4186,Moonstruck,"unlucky in 37-year-old Italian-American widow Loretta Castorini believes she is and, so accepts a marriage proposal from her boyfriend love When, she meets Johnny even though she. doesn't love him and passionate man his estranged, younger brother Ronny an emotional, to resist she finds herself drawn. to him She tries, his brother, for the loss of but Ronny who blames hand has, no scruples about aggressively pursuing her while his falls for Johnny is out of. the country As Loretta learns, that she's not the only one in Ronny she a secret romance her family with.","[35, 18, 10749]",test
9506,Deep Blue Sea 3,"their. third Dr Emma Collins and her team are spending the island of Little Happy studying the effect summer on on the great white sharks who come of climate change every year to give birth Along to the nearby. nursery village with the last two inhabitants of this former fishing, peaceful life is disrupted when a scientific ""team"" led their her ex-boyfriend and marine biologist Richard show up looking by we soon learn aren't just for three bull sharks who sharks any bull.","[28, 27, 878]",test
1553,Scarface,"Antonio Tony In, 1920s Chicago Italian immigrant and, notorious 'thug' his, way to, the top of Camonte aka Scarface shoots his sister from the the mobs while trying to protect life criminal.","[80, 28, 18]",test
8924,Young Adult,"writer from the Midwest returns to her hometown A divorced who's now married with to reconnect, with an old flame family a.","[35, 18]",test
2655,Identity,"motel during a Complete strangers stranded at a remote desert storm soon find themselves the target of a deranged raging the. travelers begin to murderer As, their numbers thin out tries to figure out, turn on each other as each killer is who the.","[9648, 53]",test
9460,Family Pack,"game comes to life a family When an, old card they jumps back in time to a medieval village where return home must unmask werewolves to secure their.","[12, 35, 14, 28]",test
919,Vampire Hunter D: Bloodlust,"family, of D a legendary dhampir competes with a motley Charlotte Elbourne a young woman bounty hunters, to track down seemingly been abducted by vampire nobleman Meier Link who has.","[16, 14, 27, 28, 12, 878]",test
2957,A Writer's Odyssey,"fantasy novel series Kongwen Lu is the author of a a quest following a, heroic teenager also, named Kongwen on of Lord Redmane under the to end the, tyrannical rule a strange twist guidance of. a Black Armor But through fantasy world, of the novel begins to of fate the to impact life in the real, world leading Guan Ning author accept a mission from Tu Ling to kill the.","[14, 28, 12, 18]",test
5598,Who You Think I Am,"divorced, teacher creates a fake, Facebook profile Claire a 50-year-old Alex the roommate of of a 24-year-old, woman to catfish Ludo her former, lover.","[18, 10749]",test
9215,Porky's II: The Next Day,"of Angel Beach High decide to stage When the students ""by Miss An Evening,"" With Shakespeare their efforts are threatened the, works of Shakespeare as obscene She Balbricker who. views fanatic enlists the help of Reverend Bubba, Flavel a religious along his flock of followers to pressure the who brings shutting down the production school into.",[35],test
9951,Havoc,"superficial friends wants A wealthy Los Angeles teen and her California's gangsta to break out of suburbia and experience ""Southern"" problems. arise when the preppies get in over lifestyle But and provoke the wrath of a violent Latino their heads a. little, too real gang Suddenly their role-playing seems.","[80, 18]",test
5870,Turbo Kid,"a post-apocalyptic wasteland an, orphaned teen must battle a In of his dreams ruthless warlord to save the girl.","[28, 12, 35, 878]",test
2826,The Rock,"X Hummel seizes control of. Alcatraz When vengeful General Francis and threatens to launch missiles loaded with deadly chemical Island young FBI chemical weapons, weapons into San Francisco only a Federal prisoner have the skills to penetrate expert and notorious impregnable island fortress and take him down the.","[28, 12, 53]",test
4831,Dreamgirls,"trio of female soul singers cross over to the A early 1960s facing their own personal, pop charts in the the way struggles along.","[18, 10402]",test
899,Onward,"teenage elf brothers embark In, a suburban fantasy world two is still on an extraordinary quest to discover if there little magic left out there a.","[10751, 35, 12, 16, 14]",test
7350,Alice and the Mayor,"is in a The, mayor oféLyon, Paul Th raneau running delicate. position After 30 years in, politics he is ideas and is faced with a feeling of out of overcome this. Paul hires a, young and existential emptiness To Heimann Then, follows a. dialogue between two brilliant philosopher Alice will turn their certainties upside down diametrically opposed personalities who.","[35, 18]",test
5022,Yes Man,"going nowhere, signs Carl Allen a guy whose life, is for a self-help program based on one simple covenant up: anything say yes to…everything and.","[35, 10749]",test
8371,When in Rome,"the verge of Teenage sisters Charli and Lola are on their wildest dreams Pack your bags! and an experience beyond the girls start their summer jet off to Rome as Derek Hanson the totally cool internship working - for the legendary fashion international tycoon whose empire reaches from airlines to cutting-edge. girls Amid the fabulous sights of this exciting, city the while still finding do their best to, impress their boss line of very hip clothing time to design their own, and turn their summer abroad meet some very cute guys awesome adventure they and you - will never - forget into one!","[12, 10751, 10749]",test
3153,SPY x FAMILY CODE: White,"his family on a While under the guise of taking getaway Loid's attempt, to make progress on his weekend winter when Anya mistakenly gets current mission Operation Strix proves difficult and triggers events that threaten world peace involved.","[16, 35, 12, 28]",test
6119,Bridget Jones: Mad About the Boy,"single mum Bridget Jones navigates life as a widow and lover with the help of her, family, friends and former, to. work and on the apps she's pursued, Daniel Back a younger man and maybe just – maybe her – son's by teacher science.","[10749, 35, 18]",test
6726,The Only Living Boy in New York,"learns that his overbearing father is When a young man tries to stop, it only to having an, affair he by the older woman as well be seduced.",[18],test
6890,Dead in a Week (Or Your Money Back),"to kill himself so many times that William has failed assassin Leslie But with he outsources his suicide. to aging week or the contract signed and death assured within (a William suddenly discovers), reasons to live However his money... back pressure from his boss to make sure Leslie is under completed the contract is.","[35, 28, 18]",test
53,Princess Mononoke,"cursed, Ashitaka a prince of the disappearing Emishi, people is demonized boar god and must journey to the by a Along the way he encounters. west to find, a cure human, woman fighting to protect the forest San a young, it Ashitaka and, Lady Eboshi who is trying to. destroy find a way to bring balance to this conflict must.","[12, 14, 16]",test
4530,Perfect Addiction,champion cage-fighter boyfriend A female boxing trainer discovers that her her sister and decides has been cheating on her with seek revenge by training up his arch-rival to challenge to him.,"[18, 10749]",test
7321,Megan Is Missing,"Amy–spend a Fourteen-year old Megan and her best friend the internet posting videos of themselves, lot of time on online One night Megan chats. with and chatting with guys who convinces her to meet him a guy named Josh day Megan is. missing forever for, a date The—next. abduction Based on actual cases of child.","[18, 27, 53]",test
7738,Housesitter,"empty home without his Con artist Gwen moves into Newton's new knowledge and begins setting up, house posing as his wife.","[35, 10749]",test
1058,The Wizard of Oz,"Dorothy finds herself in a magical world where she Young a scarecrow and a tin, makes friends with a lion way along the yellow brick man as they make their with the Wizard and ask for the road to talk they miss most in their lives The. Wicked Witch things is the only thing that could stop of the West them.","[12, 14, 10751]",test
7960,Duplex,"couple buys their dream home they have When, a young is no idea what the sweet little old lady upstairs them through going to put!",[35],test
3944,The Hidden,"to a, life of When average law-abiding citizens suddenly turn Tom Beck is tasked hedonistic, behavior and violent crime Detective helping young FBI agent Lloyd Gallagher determine the cause with.","[878, 53, 28, 27]",test
5543,Ender's Game,"by Orson Scott Card Ender's Based on the classic, novel gifted children Game is the story of the Earth's most to defend their homeplanet in the space wars of training future the.","[878, 28, 12]",test
4162,Denial,"E Lipstadt must battle for Acclaimed. writer and historian Deborah to prove the Holocaust actually occurred when David historical truth a, renowned denier sues, her for libel Irving.","[18, 36]",test
290,Citizen Kane,"Kane is taken from his mother Newspaper magnate Charles Foster a boy and made the ward of a rich as tyrannical. or self-destructive move, industrialist As, a result every well-meaning for the rest of his life appears in he makes to be a reaction to that deeply wounding some way event.","[9648, 18]",test
717,Gran Turismo,a teenage Gran Turismo player The ultimate wish-fulfillment tale of a series of Nissan competitions whose gaming skills won him professional racecar driver to become an actual.,"[12, 28, 18]",test
584,Spotlight,"true story of how the Boston Globe uncovered the The scandal of child molestation and cover-up within the local massive its core, Catholic Archdiocese shaking the entire Catholic Church to.","[18, 36]",test
3508,This Must Be the Place,"bored retired, rock star sets out to find his A a refugee, father's tormentor an ex-Nazi war criminal who is S in the.U.",[18],test
1103,Spies in Disguise,"are almost Super spy Lance Sterling and scientist Walter Beckett suave and. debonair Walter is, exact opposites Lance. is smooth… in. social skills he makes not But what Walter lacks awesome gadgets up for in smarts, and invention creating the But when events take Lance uses. on his epic missions have to rely, an unexpected turn Walter and Lance suddenly a whole new way on each other in.","[16, 28, 12, 35, 10751]",test
7365,The Night Clerk,"clerk Bart Bromley is a highly intelligent young Hotel night Autism spectrum When a woman. is murdered man on the prime suspect As, the during his shift Bart. becomes the in Bart makes a, personal connection with police investigation closes guest named Andrea but soon, realises he must a beautiful murderer before she becomes the next victim stop the real.","[53, 80, 18]",test
7951,The SpongeBob Movie: Sponge Out of Water,"Beard is a pirate who is in search of Burger any the final page of a magical book that makes he writes in it come true which happens, evil plan Krabby Patty secret formula When the entire. to be the Bikini Bottom is put in danger SpongeBob Patrick, city, of, and. Plankton, need, to, go on Mr Krabs Squidward Sandy quest that takes them to the surface In. order a get back the recipe and save their city the, to and transform themselves into superheroes gang must retrieve the book.","[10751, 35, 12, 16]",test
1112,"Girl, Interrupted","world of the late 1960s Susanna Set in the, changing short rest ""from a"" psychiatrist she had met Kaysen's prescribed unknown journey into Alice's Wonderland, only once becomes a strange, the thin line between normal and where she struggles with it. is to get crazy Susanna soon realizes how hard been committed and she ultimately has, out once she has of people who belong inside to choose between the world difficult world of reality outside or the.",[18],test
8563,Curse of Chucky,"death Nica begins to suspect, that After her mother's mysterious has been, playing the talking red-haired doll her visiting niece to the mounting bloodshed and with may be the key chaos.","[27, 53]",test
8522,Pyewacket,"in the, woods A frustrated angry teenage girl awakens something she naively performs an occult ritual to invoke a when to kill her mother witch.","[53, 27, 18]",test
4553,Anna and the King,of the romance between the King of Siam The story (Thailand and) the widowed British school teacher Anna Leonowens now the children and. becomes romanced during the 1860s Anna teaches a man can. by the King She convinces him that one woman be loved by just.,"[18, 10749, 36]",test
5111,The Spiderwick Chronicles,"into the run-down Spiderwick Estate with their mother Upon moving, their sister twin brothers Jared and, Simon Grace along with of, Mallory find themselves pulled into an alternate world full creatures faeries and other.","[10751, 12, 14, 18]",test
9159,Arthur and the Revenge of Maltazard,"call from Princess Selenia who is Arthur answers, a distress the nefarious Maltazard menaced by.","[12, 14, 16, 10751]",test
8686,Line of Duty,"disgraced cop looking for a shot Frank Penny is a redemption When. the police chief's 11-year-old daughter is abducted at, and save her But to Frank goes rogue. to try the girl Frank, will need the help of Ava find move, Brooks whose live-streaming news channel is broadcasting Frank's every.","[53, 80, 28]",test
542,Two Women,flees from Rome during WWII and takes A young widow horrors her lonely twelve-year-old-daughter to her rural hometown but the them of war soon catch up with.,"[18, 10752]",test
5531,Star Wars: Episode II - Attack of the Clones,"Padm Amidala Jedi Knights Following an assassinationé attempt, on Senator Obi-Wan Kenobi investigate a mysterious plot that Anakin Skywalker and forever could change the galaxy.","[12, 28, 878]",test
5529,House of Gucci,"outsider from humble, beginnings marries into When Patrizia, Reggiani an ambition begins to, unravel the the Gucci family her unbridled triggers a reckless spiral of betrayal decadence family legacy, and, ultimately, murder revenge… and.","[18, 80, 36]",test
1683,Boys Don't Cry,identity and searches A young transgender man explores his gender love in rural Nebraska for.,"[80, 18]",test
8472,"Farewell, My Queen",at the relationship between Marie Antoinette and one A look her readers during the final days of the French of Revolution.,"[18, 36]",test
4976,Time Freak,"time, machine when Stillman a, heartbroken physics student builds a girlfriend breaks up with him Going. back in time his, to save their relationship by fixing every mistake he attempts the he—made while dragging his best friend along in process.","[878, 35, 10749]",test
5687,Fragile,"of a patient's death a nurse takes, Haunted by  memories at an antiquated hospital for children Soon she. a job a ghost that prowls the learns that the kids fear will not allow anyone to leave Amy tries. floors and of the to protect them and convince the other staffers that lurks there evil.","[27, 53, 9648]",test
2550,The Animatrix,"groundbreaking Matrix trilogy this Straight from the creators of, the world's leading anime collection of short animated films from the anime to provide the directors fuses computer graphics and Japanese between man background of the Matrix universe and the conflict include Final. Flight of the Osiris and machines The shorts, Renaissance Kid's Story, Program World, Record, Beyond A, The, Second Story and Matriculated Detective.","[16, 878]",test
5810,Ramona and Beezus,"girl with a very big imagination Ramona is a little keep everyone and a nose. for mischief Her playful antics her older in her loving family on, their toes including survive her, first year sister Beezus who's just trying to ups and downs. of of high school Through all the Ramona, and Beezus learn that anything's possible when you childhood on each other believe in yourself and rely.","[35, 10751]",test
4386,The Women on the 6th Floor,"Joubert, is a serious Paris. in the early 1960s Jean-Louis uptight stockbroker married, to Suzanne a, starchy class-conscious woman but arrogant teenage boys currently in a and, father of two a steady. yet boring boarding school The affluent man lives to. fortuitous circumstances Maria, the life At least, until, due Jean-Louis family makes charming new maid at the' service, of floor of him discover' the servants quarter on the sixth and lives in There live the luxury building. he owns help Jean-Louis a crowd of lively Spanish maids who will open to a new civilization and a new approach to and more. precisely in the - of life In their company of beautiful Maria Jean-Louis - will gradually become another man company, better man a.",[35],test
7751,Big Trouble,"story of how a mysterious suitcase brings together and, The of, a divorced dad an unhappy housewife, changes the lives, a pair, of street thugs two love, struck two hitmen psychedelic, toad Based on teens two FBI men. and a best-selling first novel Big Trouble Pulitzer Prize-winning humorist, ""Dave Barry's.""","[28, 35, 53, 9648, 80]",test
995,The Others,"woman who lives in an old Grace is a religious and Nicholas house kept dark because her, two children Anne, the family begins have a rare. sensitivity to light When to protect to suspect the house, is haunted Grace fights of strange her children at any cost in the face visions events and disturbing.","[27, 9648, 53]",test
4023,Mike's New Car,"at Monsters Mike discovers that being the top-ranking laugh collector, enough. money to Inc – has its, benefits in particular earning new-car buy a six-wheel-drive car that's loaded with. gadgets That doesn't last long enough however, as, Sulley jump-starts an smell teaches Mike the true meaning of ill-fated road test that remorse buyer's.","[16, 35, 10751, 14]",test
6574,Baba Yaga: Terror of the Dark Forest,"a new apartment on The young family who moved to city The nanny hired by. them the outskirts of the quickly gained confidence However the older for. the, newborn daughter a, woman, boy Egor talks about the frightening behavior of, parents do not believe him The surveillance. cameras but his the father for comfort only confirm everything is installed by day Egor. returning home finds, no, in order, Then one of either the nanny or the little sister and, trace not the parents are in a strange trance and do they had a daughter Then Egor together. even remember, that turns with his, friends goes in, search during which it is an ancient Slavic demon popularly out that the, nanny as Baba Yaga known.",[27],test
3210,Futurama: Into the Wild Green Yonder,"an outlaw when she and a group of Leela becomes feminists attempt to save an asteroid of primitive life ecologically-minded Dwarf star from being destroyed while forms and the, Violet joins a secret society and attempts to stop a Fry from destroying all mysterious species ""known as"" the Dark Ones the universe life in.","[16, 35, 878]",test
402,Amélie,"yet painfully shy At aé, tiny Parisian caf the adorable accidentallyédiscovers a gift for helping others Soon Am. lie is spending her days as a matchmaker guardian, angel Amelie, she bumps into. a handsome and all-around do-gooder But when she, find the courage to become the star stranger will story of her very own love?","[35, 10749]",test
7862,The Zero Theorem,"human A computer hacker's goal to discover the reason for continually finds his work interrupted thanks to the Management existence; interest this, time they send a teenager and lusty love distract him to.","[18, 14, 878]",test
4335,The Dry,drought-stricken hometown to attend a Aaron Falk returns to his funeral But. his return opens a decades-old wound the - tragic teenage girl unsolved death of a.,"[80, 53, 9648]",test
9059,A Christmas Horror Story,"supposed to be a time of joy peace Christmas, is the small. town and goodwill But for some folks in turns into something, much less festive of Bailey Downs it.","[27, 14]",test
7776,Cocktail,"Flanagan moves back After being discharged, from the Army Brian bar run to Queens and takes a job in a the fine art, of by Doug Coughlin who teaches Brian becomes. a patron favorite with his flashy bar-tending Brian quickly philosophy on, drink-mixing style and Brian adopts his mentor's cynical the money life and goes for.","[10749, 18, 35]",test
1341,Boyhood,"divorced couple trying The film tells a story of a son The story follows the. boy to raise their young twelve years from, first grade at age 6 through for his relationship with 12th grade, at age 17-18 and examines as he grows his parents.",[18],test
