movie_id,title,overview,genre_ids,split
5928,The Bookshop,"Set in a small English town in 1959, a woman decides, against polite but",[18],test
4387,200 Pounds Beauty,"Based on a Japanese manga, Kanna-San, Daiseikou Desu, this story revolves around Kang Han-na, an overweight phone sex employee and secret vocalist for Ammy, a famous Korean pop","[18, 35, 10749]",test
7601,Splinter,"When their plans for a nature trip go awry, Polly and boyfriend Seth decide to check into a motel. On their way, they're carjacked and kidnapped by low-rent crooks Dennis and Lacey, who take the","[27, 53, 80, 878]",test
8944,Kicking & Screaming,"Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But when Phil's hyper-competitive dad benches","[10751, 35]",test
76,The Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat,"[18, 35]",test
2319,Betty Blue,A lackadaisical handyman and aspiring novelist tries to support,"[18, 10749]",test
7425,The Prince & Me,"A fairy tale love-story about pre-med student Paige who falls in love with a Danish Prince ""Eddie"" who refused to follow the traditions of his parents and","[35, 10749]",test
916,Laurence Anyways,The story of an impossible love between a woman named Fred and a transgender,"[18, 10749]",test
9369,The Maiden Heist,A comedy centered on three museum security guards who devise a plan to steal back,"[35, 80]",test
4345,An Unfinished Life,"Stoic and heartbroken, Einar Gilkyson quietly lives in the rugged Wyoming ranchlands alongside his only trusted friend, Mitch Bradley. One day, the woman he blames for the death of his only son",[18],test
7191,No Escape,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to","[28, 18, 878, 53]",test
8369,The Marvels,"When her duties send her to an anomalous wormhole linked to a Kree revolutionary, Carol's powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and","[878, 12, 28]",test
2010,Carrie,Withdrawn and sensitive teen Carrie White faces taunting from classmates at school and abuse from her fanatically pious,"[27, 53]",test
7722,Happily Mixed Up,A psychoanalyst learns to have an illness and as a consequence he decides to quit his,[35],test
194,The Hunt,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love",[18],test
7314,The Other Woman,"Emilia, a law-school graduate, falls in love with her married boss, Jack. After Emilia marries Jack, her happiness turns unexpectedly to grief following the death of",[18],test
6475,Flypaper,A man caught in the middle of two simultaneous robberies at a bank,"[9648, 35, 80]",test
9513,Truth or Dare,A group of friends are lured to an isolated cabin by a promise of,"[27, 53, 9648]",test
7049,Your Place or Mine,"When best friends and total opposites Debbie and Peter swap homes for a week, they","[10749, 35]",test
6424,Don't Think Twice,"An improv group deals with several crises, including the loss","[35, 18]",test
4977,Troll Hunter,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous","[14, 27]",test
998,Mortal Kombat Legends: Battle of the Realms,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by","[16, 28, 14]",test
6904,Beauty Shop,"Far from Chicago, hairdresser Gina Norris has relocated to Atlanta with her daughter and has quickly established herself as a rare talent in her profession. But after repeatedly butting heads with","[35, 10749]",test
8099,Arcadian,"In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul","[28, 27, 53, 878]",test
5448,Silent Hill,"Rose, a desperate mother takes her adopted daughter, Sharon, to the town of Silent Hill in an attempt to cure her of her ailment. After a violent car crash, Sharon disappears and Rose begins a desperate search to get her back. She","[27, 9648]",test
9327,Momentum,"When Alex, an infiltration expert with a secret past, accidentally reveals her identity during what should have been a routine heist, she quickly finds herself mixed up in a government conspiracy and entangled in a","[28, 80, 53]",test
7114,The Dead Pool,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the","[28, 80, 53]",test
3408,Mickey's Twice Upon a Christmas,"Santa Claus, Mickey Mouse and all his Disney pals star in an original movie about the importance of opening your heart to the true spirit of Christmas.","[16, 10751]",test
5405,The Wizard of Lies,"A look behind the scenes at Bernie Madoff's massive Ponzi scheme, how it was perpetrated on the public","[80, 18, 36, 53, 10770]",test
2850,Tangled Ever After,"The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone","[16, 35, 28, 10751]",test
8088,Sanctum,"Master diver Frank McGuire has explored the South Pacific's Esa-ala Caves for months.  But when his exit is cut off in a flash flood, Frank's team—including","[28, 53]",test
2705,Kiss Kiss Bang Bang,A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle,"[35, 80, 9648, 53]",test
6846,The Visit,A brother and sister are sent to their grandparents' remote Pennsylvania farm for a,"[27, 9648, 53]",test
432,Divorce Italian Style,"Ferdinando Cefalù is desperate to marry his cousin, Angela, but he is married to Rosalia and divorce is illegal in Italy. To get around the law, he tries to trick his wife into having an affair so he can catch","[35, 80]",test
7851,F,A group of teachers must defend themselves from a gang of,"[27, 53]",test
4028,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out.","[16, 35, 10751, 37, 12]",test
1048,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon","[10749, 18]",test
4923,RED,"After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe,","[28, 12, 35, 80, 53]",test
1935,A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before.",[27],test
4569,Asterix in Britain,"One little ancient British village still holds out against the Roman invaders. Asterix and Obelix are invited to help. They must face fog, rain, warm beer and boiled boar","[10751, 16, 12, 35]",test
195,New Gods: Nezha Reborn,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters","[16, 14, 28]",test
4697,Superman II,Three Kryptonian criminals led by General Zod team up with Lex Luthor to,"[878, 28, 12]",test
392,We Are the Nobles,"Tells the ""riches to rags"" story of the Nobles, three upper-class twenty-somethings that appear to have no limits to their checkbooks, and no direction in their lives. Until one day, their father tries to teach them a",[35],test
8213,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new","[10751, 35, 10402, 12, 16]",test
6304,Wild Target,"Victor Maynard is a middle-aged, solitary assassin who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended","[28, 35]",test
3110,What's Love Got to Do with It,Singer Tina Turner rises to stardom while mustering the,"[18, 10402, 36]",test
4715,Road House,"The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's","[28, 53]",test
5549,Lionheart,Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without,[28],test
2066,Red Dog,The legendary true story of the Red Dog who united a disparate local,"[18, 35, 10751]",test
1716,Rushmore,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his","[35, 18]",test
537,The Shadow in My Eye,"On March 21st, 1945, the British Royal Air Force set out on a mission to bomb Gestapo's headquarters in Copenhagen. The raid had","[10752, 18, 36]",test
7092,Legends of Oz: Dorothy's Return,"Dorothy wakes in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends, the Scarecrow, the Lion, the Tin Man, and Glinda, from a devious new villain, the Jester.","[16, 10751, 14]",test
6211,The Uninvited,"Anna returns home after spending time in a psychiatric facility following her mother's tragic death and discovers that her mother's former nurse, Rachel, has moved into their house",[27],test
4824,Bumblebee,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and","[28, 12, 878]",test
2220,Riders of Justice,"Markus returns home to care for his daughter when his wife dies in a tragic train accident. However, when a survivor of","[28, 35, 18, 53]",test
2109,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr.","[28, 878, 35, 10751]",test
2137,The Fundamentals of Caring,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into","[35, 18]",test
8471,Alexander,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his","[10752, 36, 28, 12, 18, 10749]",test
8919,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a,[35],test
7279,Accident Man,"Mike Fallon, the Accident Man, is a stone cold killer.  When a loved one is murdered by","[28, 80, 53]",test
2200,Land of Bad,"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation.","[28, 10752, 53]",test
954,The Longest Ride,The lives of a young couple intertwine with a much older man as he,"[18, 10749]",test
5846,Dragonslayer,A sorcerer and his apprentice are on a mission to kill an evil dragon to save the King’s daughter,"[14, 12]",test
2761,Confession of Murder,A serial killer reappears 15 years after his murder spree with a book detailing his crimes. The resentful cop who failed to catch him before is assigned to protect,"[28, 53]",test
3169,Patriots Day,"In the aftermath of an unspeakable act of terror, Police Sergeant Tommy Saunders joins courageous survivors, first responders and","[28, 80, 18, 36, 53]",test
4930,Night Moves,Private detective and former football player Harry Moseby gets hired on to what seems a standard missing person case - a former Hollywood actress wants Moseby to find and return her daughter. Harry travels,"[9648, 53, 80]",test
7857,V/H/S/94,"After the discovery of a mysterious VHS tape, a brutish police SWAT team launches a high-intensity raid on a","[27, 53]",test
459,Persepolis,"In 1970s Iran, Marjane 'Marji' Satrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian","[16, 18]",test
3793,Nine to Five,"Three female employees of a sexist, egotistical, lying, hypocritical bigot",[35],test
742,Slumdog Millionaire,A teenager reflects on his life after being accused of cheating,"[18, 10749]",test
9458,Leatherface,A young nurse is kidnapped by a group of violent teens who escape from a mental hospital and take her on the road trip from hell. Pursued by an,"[27, 53]",test
5743,Looking for Eric,A man trying to put his life back on track gets,"[18, 35]",test
50,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that",[18],test
2108,Stolen Kisses,"The third in a series of films featuring François Truffaut's alter-ego, Antoine Doinel, the story resumes with Antoine being discharged from military service. His sweetheart Christine's father lands Antoine a job as a","[35, 18, 10749]",test
3005,Ariel,A Finnish man goes to the city to find a job after,"[35, 18, 10749, 80]",test
2698,Monsieur Lazhar,"During a harsh Montréal winter, an elementary-school class is left reeling after its teacher commits suicide. Bachir Lazhar, a charismatic Algerian immigrant, steps in as the substitute teacher for the classroom of traumatized","[18, 35]",test
6130,The Love Witch,A modern-day witch uses spells and magic to get men,"[27, 35, 10749]",test
2762,House of Sand and Fog,"Behrani, an Iranian immigrant buys a California bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. However, the house is the legal property of former drug addict Kathy. After losing the house in an",[18],test
8909,Analyze That,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel","[35, 80]",test
4555,Kill the Irishman,"Over the summer of 1976, thirty-six bombs detonate in the heart of Cleveland while a turf war raged between Irish mobster Danny Greene and the Italian","[28, 80, 53, 18]",test
3314,My Neighbors the Yamadas,The Yamadas are a typical middle class Japanese family in urban Tokyo and this film shows us a variety of episodes of their lives. With,"[16, 35, 10751]",test
6867,Yara,"The murder of 13-year-old Yara Gambirasio shocks the little town of Brembate di Sopra, Italy. To bring the culprit to",[18],test
866,Scooby-Doo on Zombie Island,"After going their separate ways, Scooby-Doo, Shaggy, Velma, Daphne, and Fred reunite to investigate the ghost of Moonscar the pirate on a haunted bayou island, but it turns out the swashbuckler's spirit isn't the","[16, 9648, 10751, 27]",test
5897,Bubba Ho-tep,"Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis as an elderly resident in an East Texas rest home, who switched identities with an","[35, 27, 53, 9648, 14]",test
3362,An Officer and a Gentleman,"Zack Mayo is an aloof, taciturn man who aspires to be a navy pilot. Once he arrives at training camp for his 13-week officer's course, Mayo runs afoul of abrasive, no-nonsense drill Sergeant Emil Foley. Mayo is an excellent cadet, but a","[18, 10749]",test
5462,Goya's Ghosts,"Painter Francisco Goya becomes involved with the Spanish Inquisition after his muse, Inés, is arrested by the church for heresy.","[18, 36]",test
3704,RocknRolla,"When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share","[28, 80, 53]",test
2058,"Good Morning, Vietnam",A disk jockey goes to Vietnam to work for the Armed Forces Radio Service.,"[35, 18, 10752]",test
3919,Finestkind,Two brothers from opposite sides of the tracks are reunited as adults. Desperate circumstances force them into a,"[80, 18, 53]",test
7768,Ad Astra,"The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride","[878, 18]",test
8004,No Filter,"Beatrice celebrates with her family the release of her book: she tells about the accident of her husband Frederic. He became blind and without filter - always so funny and seductive, he is totally unpredictable. But this",[35],test
7957,Kill Your Friends,"A&R man Steven Stelfox is slashing and burning his way through the music business, a world where 'no one knows anything' and where careers are made and broken by","[35, 80, 53]",test
8023,My Life Without Me,A fatally ill mother with only two months to live creates a list of things,"[18, 10749]",test
8173,Bee Movie,"Barry B. Benson, a recent college graduate who wants more out of his life than making honey, decides to sue","[10751, 16, 12, 35]",test
3737,Fly Away Home,"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a","[12, 18, 10751]",test
5273,Aline,"A fictionalized biopic of Aline Dieu, a","[10402, 35, 18, 10751]",test
2229,Jeremiah Johnson,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta,"[12, 37, 18, 28]",test
4706,Tucker: The Man and His Dream,"Ypsilanti, Michigan, 1945. Engineer Preston Tucker dreams of designing the car of future, but his innovative",[18],test
9060,We Are What We Are,"The Parkers, reclusive people who cling to ancient customs, find their secret lives threatened when a torrential","[18, 27, 53]",test
2063,Duck Soup,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares,"[35, 10752]",test
3257,Elephant,Several ordinary high school students go through their daily,"[80, 18]",test
9891,Behaving Badly,Teenager Rick Stevens is willing to do whatever it takes to win the heart of Nina Pennington. He'll have to deal with his best friend's,[35],test
3808,Project Silence,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and","[53, 28, 27, 878, 12]",test
6370,"My Donkey, My Lover & I","Antoinette, a school teacher, is looking forward to her long planned summer holidays with her secret lover Vladimir, the father of one of her pupils. When learning that Vladimir cannot come because his wife","[35, 12, 10749]",test
863,12 Angry Men,"During the trial of a man accused of his father's murder, a lone juror takes a stand","[18, 10770]",test
2830,After the Wedding,A manager of an orphanage in India is sent to,[18],test
6596,The Imaginarium of Doctor Parnassus,"After a carnival troupe saves his life, a man agrees to help its","[12, 14, 9648]",test
7661,Ben 10: Alien Swarm,Ben and a mysterious girl from his past must,"[12, 28, 10770, 878]",test
9043,Black Sheep,A genetic engineering experiment gone horribly awry turns a,"[27, 35]",test
3112,The Thirteenth Floor,"In Los Angeles, a wealthy man, known as Mr. Fuller, discovers a shocking secret about the world he lives in.","[53, 878, 9648]",test
6154,Olaf's Frozen Adventure,Olaf is on a mission to harness the,"[16, 10751, 12, 35, 14]",test
1132,Gattaca,"Vincent is an all-too-human man who dares to defy a system obsessed with genetic perfection. He is an ""In-Valid"" who assumes the","[53, 878, 9648, 10749]",test
6679,New Kids Turbo,Five friends from 'Maaskantje' are getting fired because of the economic,"[28, 35]",test
6352,Operation Christmas Drop,While gathering evidence to support closing a tropical U.S. Air,"[35, 10751, 10749, 10770]",test
6897,Flushed Away,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep","[12, 16, 35, 10751]",test
9302,Damaged,A Chicago detective travels to Scotland after an emerging serial killer’s crimes match those that he,"[28, 18, 53, 80]",test
4186,Moonstruck,"37-year-old Italian-American widow Loretta Castorini believes she is unlucky in love, and so accepts a marriage proposal from her boyfriend Johnny, even though she doesn't love him. When she meets his estranged younger brother Ronny, an emotional and passionate man, she finds herself drawn to him. She tries","[35, 18, 10749]",test
9506,Deep Blue Sea 3,Dr. Emma Collins and her team are spending their third summer on the island of Little Happy studying the effect of climate change on the great white sharks who come to the nearby nursery every year to give birth. Along with the,"[28, 27, 878]",test
1553,Scarface,"In 1920s Chicago, Italian immigrant and notorious thug, Antonio 'Tony' Camonte, aka Scarface, shoots his way","[80, 28, 18]",test
8924,Young Adult,A divorced writer from the Midwest returns to her hometown to,"[35, 18]",test
2655,Identity,Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As,"[9648, 53]",test
9460,Family Pack,"When an old card game comes to life, a family jumps back in time","[12, 35, 14, 28]",test
919,Vampire Hunter D: Bloodlust,"D, a legendary dhampir competes with a motley family of bounty hunters to track down","[16, 14, 27, 28, 12, 878]",test
2957,A Writer's Odyssey,"Kongwen Lu is the author of a fantasy novel series following a heroic teenager, also named Kongwen, on a quest to end the tyrannical rule of Lord Redmane, under the guidance of a Black Armor.","[14, 28, 12, 18]",test
5598,Who You Think I Am,"Claire, a 50-year-old divorced teacher, creates a fake Facebook profile of a","[18, 10749]",test
9215,Porky's II: The Next Day,"When the students of Angel Beach High decide to stage ""An Evening With Shakespeare,"" their efforts are threatened by Miss Balbricker, who views the works of Shakespeare as",[35],test
9951,Havoc,"A wealthy Los Angeles teen and her superficial friends wants to break out of suburbia and experience Southern California's ""gangsta"" lifestyle. But problems arise when","[80, 18]",test
5870,Turbo Kid,"In a post-apocalyptic wasteland, an orphaned teen must battle a","[28, 12, 35, 878]",test
2826,The Rock,"When vengeful General Francis X. Hummel seizes control of Alcatraz Island and threatens to launch missiles loaded with deadly chemical weapons into San Francisco,","[28, 12, 53]",test
4831,Dreamgirls,A trio of female soul singers cross over to the pop charts,"[18, 10402]",test
899,Onward,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary","[10751, 35, 12, 16, 14]",test
7350,Alice and the Mayor,"The mayor of Lyon, Paul Théraneau, is in a delicate position. After 30 years in politics, he is running out of ideas and is faced with a feeling of","[35, 18]",test
5022,Yes Man,"Carl Allen, a guy whose life is going nowhere, signs up for a","[35, 10749]",test
8371,When in Rome,Teenage sisters Charli and Lola are on the verge of an experience beyond their wildest dreams! Pack your bags and jet off to Rome as the girls start their summer internship working for the legendary Derek Hanson - the totally cool international tycoon whose empire reaches from airlines to cutting-edge fashion.,"[12, 10751, 10749]",test
3153,SPY x FAMILY CODE: White,"While under the guise of taking his family on a weekend winter getaway, Loid's attempt to make progress on","[16, 35, 12, 28]",test
6119,Bridget Jones: Mad About the Boy,"Bridget Jones navigates life as a widow and single mum with the help of her family, friends, and former lover, Daniel.","[10749, 35, 18]",test
6726,The Only Living Boy in New York,"When a young man learns that his overbearing father is having an affair, he",[18],test
6890,Dead in a Week (Or Your Money Back),William has failed to kill himself so many times that he outsources his suicide to aging assassin Leslie. But with the contract signed and death assured within,"[35, 28, 18]",test
53,Princess Mononoke,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters","[12, 14, 16]",test
4530,Perfect Addiction,A female boxing trainer discovers that her champion cage-fighter boyfriend has been cheating on her with,"[18, 10749]",test
7321,Megan Is Missing,"Fourteen-year–old Megan and her best friend Amy spend a lot of time on the internet, posting videos of themselves and chatting with guys online. One night Megan chats","[18, 27, 53]",test
7738,Housesitter,Con artist Gwen moves into Newton's empty home without his knowledge,"[35, 10749]",test
1058,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road","[12, 14, 10751]",test
7960,Duplex,"When a young couple buys their dream home, they have no idea what",[35],test
3944,The Hidden,"When average, law-abiding citizens suddenly turn to a life of hedonistic behavior and violent crime,","[878, 53, 28, 27]",test
5543,Ender's Game,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the","[878, 28, 12]",test
4162,Denial,Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove,"[18, 36]",test
290,Citizen Kane,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning,","[9648, 18]",test
717,Gran Turismo,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won,"[12, 28, 18]",test
584,Spotlight,The true story of how the Boston Globe uncovered the massive scandal of child molestation,"[18, 36]",test
3508,This Must Be the Place,"A bored, retired rock star sets out to find his father's tormentor,",[18],test
1103,Spies in Disguise,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts","[16, 28, 12, 35, 10751]",test
7365,The Night Clerk,"Hotel night clerk Bart Bromley is a highly intelligent young man on the Autism spectrum. When a woman is murdered during his shift, Bart becomes the prime suspect. As the","[53, 80, 18]",test
7951,The SpongeBob Movie: Sponge Out of Water,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is","[10751, 35, 12, 16]",test
1112,"Girl, Interrupted","Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal",[18],test
8563,Curse of Chucky,"After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting","[27, 53]",test
8522,Pyewacket,"A frustrated, angry teenage girl awakens something in the woods when she naively","[53, 27, 18]",test
4553,Anna and the King,The story of the romance between the King of Siam (now Thailand) and the widowed British school teacher Anna Leonowens during the 1860s.,"[18, 10749, 36]",test
5111,The Spiderwick Chronicles,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along","[10751, 12, 14, 18]",test
9159,Arthur and the Revenge of Maltazard,"Arthur answers a distress call from Princess Selenia,","[12, 14, 16, 10751]",test
8686,Line of Duty,"Frank Penny is a disgraced cop looking for a shot at redemption. When the police chief's 11-year-old daughter is abducted, Frank goes rogue to try","[53, 80, 28]",test
542,Two Women,A young widow flees from Rome during WWII and takes her lonely twelve-year-old-daughter to,"[18, 10752]",test
5531,Star Wars: Episode II - Attack of the Clones,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and","[12, 28, 878]",test
5529,House of Gucci,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins","[18, 80, 36]",test
1683,Boys Don't Cry,A young transgender man explores his gender identity,"[80, 18]",test
8472,"Farewell, My Queen",A look at the relationship between Marie Antoinette and one of,"[18, 36]",test
4976,Time Freak,"Stillman, a heartbroken physics student, builds a time machine when his girlfriend breaks up with him. Going back in time, he","[878, 35, 10749]",test
5687,Fragile,"Haunted by memories of a patient's death, a nurse  takes a job at an antiquated hospital for children. Soon she learns that the kids fear a ghost","[27, 53, 9648]",test
2550,The Animatrix,"Straight from the creators of the groundbreaking Matrix trilogy, this collection of short animated films from the world's leading anime directors fuses computer graphics and Japanese anime to provide the background of","[16, 878]",test
5810,Ramona and Beezus,"Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just","[35, 10751]",test
4386,The Women on the 6th Floor,"Paris, in the early 1960s. Jean-Louis Joubert is a serious but uptight stockbroker, married to Suzanne, a starchy class-conscious woman and father of two arrogant teenage boys, currently in a boarding school. The affluent man lives a steady yet boring life. At least until, due to fortuitous circumstances, Maria, the charming new maid at the service of Jean-Louis' family, makes him discover",[35],test
7751,Big Trouble,"The story of how a mysterious suitcase brings together, and changes, the lives of a divorced dad, an unhappy housewife, two hitmen, a pair of","[28, 35, 53, 9648, 80]",test
995,The Others,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When","[27, 9648, 53]",test
4023,Mike's New Car,"Mike discovers that being the top-ranking laugh collector at Monsters, Inc. has its benefits – in particular, earning enough money to buy a six-wheel-drive car that's loaded","[16, 35, 10751, 14]",test
6574,Baba Yaga: Terror of the Dark Forest,"The young family who moved to a new apartment on the outskirts of the city. The nanny hired by them for the newborn daughter quickly gained confidence. However, the older boy, Egor, talks about the frightening behavior of a woman, but his parents do not believe him. The surveillance cameras installed by the father for comfort only confirm everything is in order.",[27],test
3210,Futurama: Into the Wild Green Yonder,Leela becomes an outlaw when she and a group of ecologically-minded feminists attempt to save an asteroid of primitive life forms and the Violet Dwarf star from,"[16, 35, 878]",test
402,Amélie,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker,","[35, 10749]",test
7862,The Zero Theorem,A computer hacker's goal to discover the reason for human existence continually finds his work interrupted thanks,"[18, 14, 878]",test
4335,The Dry,Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But,"[80, 53, 9648]",test
9059,A Christmas Horror Story,"Christmas is supposed to be a time of joy, peace and goodwill. But for some","[27, 14]",test
7776,Cocktail,"After being discharged from the Army, Brian Flanagan moves back to Queens and takes a job in a bar run by Doug Coughlin, who teaches Brian the fine","[10749, 18, 35]",test
1341,Boyhood,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years,",[18],test
6666,Octopussy,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Indian Fabergé egg. Bond,"[12, 28, 53]",test
2993,Welcome to the Dollhouse,An unattractive 7th grader struggles to cope with suburban life as,"[35, 18]",test
6943,Mighty Joe Young,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is","[12, 10751, 28, 14]",test
3669,Insomnia,Two Los Angeles homicide detectives are dispatched to a northern town where the,"[53, 80, 18]",test
1993,The Magnificent Ambersons,The spoiled young heir to the decaying Amberson fortune comes between,"[18, 10749]",test
7315,Knight and Day,A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid,"[28, 35]",test
3411,The High Note,"Set in the dazzling world of the LA music scene comes the story of Grace Davis, a superstar whose talent, and ego, have reached unbelievable heights. Maggie is Grace’s overworked personal assistant who’s stuck running errands, but still aspires","[10749, 35, 10402, 18]",test
9198,Red Planet,Astronauts search for solutions to save a dying Earth by searching,"[53, 28, 878]",test
4056,Hellraiser,"Hedonist Frank Cotton finds a mysterious puzzle box that summons the Cenobites, who","[27, 53, 14]",test
286,Robot Dreams,A lonely dog's friendship with his robot companion takes a sad turn when an unexpected,"[16, 18, 35, 878]",test
5815,RED 2,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite,"[28, 35, 80, 53]",test
8807,Sgt. Bilko,The US army is known for churning out lean mean fighting machines intent on protecting our great nation. Sergeant Ernie,[35],test
6362,Drop,"Violet, a widowed mother on her first date in years, arrives at an upscale restaurant where she is relieved that her date, Henry, is more charming and","[9648, 53]",test
2517,Maria Full of Grace,A pregnant Colombian teenager becomes a drug mule to,"[18, 53, 80]",test
7212,Sky High,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the","[12, 35, 10751]",test
