movie_id,split
3602,train
3603,validation
3604,train
3606,train
3607,train
3608,train
3609,validation
3612,train
3614,train
3615,train
3616,train
3617,train
3619,train
3620,train
3621,train
3622,train
3623,train
3624,test
3625,validation
3626,test
3627,validation
3628,train
3629,test
3630,train
3631,validation
3632,train
3633,train
3634,train
3635,train
3637,train
3638,test
3641,test
3642,train
3643,train
3644,train
3645,validation
3646,train
3647,validation
3648,train
3649,train
3650,train
3652,validation
3653,train
3654,train
3655,train
3656,train
3657,train
3658,train
3659,train
3661,train
3662,train
3663,train
3664,train
3665,validation
3666,train
3668,train
3669,test
3670,validation
3671,train
3672,train
3673,validation
3674,train
3675,train
3676,validation
3677,validation
3679,validation
3680,train
3681,train
3682,train
3683,test
3684,train
3686,train
3687,validation
3688,validation
3689,train
3690,train
3691,validation
3692,train
3693,train
3694,train
3695,test
3696,test
3698,train
3699,train
3700,train
3701,train
3704,test
3705,train
3706,train
3707,train
3708,test
3709,train
3710,test
3711,train
3712,train
3713,test
3714,train
3716,train
3717,train
3719,train
3720,train
3721,train
3723,train
3725,train
3726,train
3727,train
3729,train
3730,validation
3731,train
3732,test
3733,train
3734,validation
3735,train
3736,train
3737,test
3738,train
3739,train
3742,test
3743,train
3744,train
3746,train
3747,train
3749,validation
3750,train
3751,train
3752,train
3753,validation
3754,train
3755,train
3756,train
3757,train
3758,train
3759,validation
3760,train
3761,train
3762,train
3763,train
3764,train
3765,train
3767,train
3768,train
3769,train
3770,train
3771,train
3772,train
3774,train
3775,validation
3776,train
3778,validation
3780,train
3781,train
3782,train
3783,validation
3784,train
3785,test
3786,test
3787,train
3788,train
3789,train
3790,train
3791,test
3793,test
3794,train
3795,train
3796,train
3798,train
3799,validation
3800,train
3801,train
3803,train
3805,train
3806,test
3807,train
3808,test
3809,train
3810,test
3811,train
3812,train
3814,train
3816,train
3817,train
3818,train
3819,train
3820,train
3822,validation
3824,validation
3825,train
3826,validation
3827,train
3828,train
3829,train
3833,train
3834,train
3835,validation
3836,train
3837,train
3838,train
3839,test
3840,validation
3841,test
3842,train
3843,test
3844,train
3845,train
3846,train
3847,train
3848,train
3849,validation
3850,train
3851,validation
3852,validation
3853,train
3854,train
3855,train
3856,train
3857,train
3858,train
3859,validation
3860,train
3861,train
3862,train
3863,test
3864,train
3865,train
3866,validation
3868,train
3869,train
3870,train
3871,validation
3872,validation
3874,train
3875,train
3877,train
3878,train
3879,train
3880,train
3881,train
3882,train
3883,train
3885,train
3888,train
3889,train
3890,validation
3892,train
3893,train
3894,validation
3895,train
3896,train
3897,validation
3898,train
3899,test
3900,validation
3901,train
3902,train
3904,validation
3905,train
3906,train
3907,train
3908,train
3909,train
3910,train
3911,train
3912,train
3913,train
3914,train
3915,train
3916,train
3917,test
3918,train
3919,test
3920,train
3921,train
3922,train
3923,train
3924,train
3926,train
3927,test
3928,train
3929,train
3931,train
3932,train
3933,validation
3937,train
3938,train
3939,validation
3940,train
3941,train
3942,test
3944,test
3945,train
3948,train
3950,validation
3951,train
3952,train
3953,train
3957,train
3959,train
3964,train
3965,train
3966,train
3967,train
3968,train
3969,train
3970,train
3971,train
3973,train
3974,train
3975,train
3976,validation
3977,train
3978,train
3980,train
3981,train
3983,validation
3986,test
3987,train
3988,train
3989,train
3991,validation
3992,train
3993,train
3994,train
3996,test
3997,train
3998,train
4003,train
4004,test
4005,train
4006,train
4007,train
4008,train
4010,test
4011,train
4012,train
4014,train
4016,validation
4017,test
4018,train
4020,train
4021,train
4023,test
4024,train
4025,train
4026,train
4027,validation
4028,test
4029,validation
4030,train
4031,train
4033,test
4034,validation
4035,train
4036,train
4037,train
4038,train
4039,train
4040,test
4044,train
4045,train
4047,train
4048,train
4050,train
4051,train
4052,train
4053,train
4054,train
4056,test
4057,test
4058,train
4059,train
4060,train
4061,train
4062,validation
4064,validation
4065,validation
4066,train
4067,train
4068,train
4069,test
4070,validation
4071,test
4072,train
4073,train
4074,validation
4075,train
4076,train
4077,train
4078,validation
4080,test
4081,validation
4082,train
4083,validation
4084,train
4086,train
4087,validation
4089,train
4090,train
4093,train
4095,train
4096,test
4097,train
4098,test
4099,train
4100,train
4101,train
4102,train
4104,test
4105,test
4106,test
4107,train
4108,validation
4109,train
4110,train
4111,train
4112,train
4114,train
4115,validation
4116,test
4117,train
4119,train
4120,train
4121,validation
4122,train
4124,validation
4125,validation
4126,validation
4127,validation
4128,train
4129,train
4131,validation
4132,train
4133,train
4134,train
4135,train
4137,train
4138,train
4140,train
4142,train
4143,train
4144,train
4145,train
4146,validation
4147,train
4148,train
4149,train
4151,train
4153,train
4155,test
4156,train
4158,validation
4160,train
4161,train
4162,test
4163,train
4164,train
4165,train
4167,test
4168,train
4169,train
4172,train
4173,train
4174,validation
4175,train
4176,validation
4177,train
4178,train
4179,test
4180,train
4182,train
4183,train
4185,train
4186,test
4187,train
4188,train
4189,train
4190,test
4191,test
4192,train
4193,test
4195,train
4196,train
4197,validation
4198,validation
4199,train
4200,train
4201,validation
4202,validation
4204,train
4206,validation
4207,train
4208,validation
4209,train
4210,train
4211,train
4212,train
4213,validation
4215,validation
4217,train
4218,train
4219,train
4222,train
4224,validation
4225,train
4226,train
4227,train
4228,train
4230,train
4232,test
4233,test
4235,test
4237,train
4238,train
4239,train
4240,train
4241,train
4242,train
4243,test
4246,train
4247,train
4248,validation
4250,test
4251,train
4252,train
4253,train
4254,test
4255,test
4257,train
4258,validation
4259,train
4260,train
4261,train
4263,test
4264,train
4265,train
4266,train
4267,train
4268,train
4270,train
4271,test
4272,train
4274,train
4275,train
4276,test
4277,train
4278,train
4279,train
4282,validation
4283,train
4284,train
4285,train
4288,train
4289,train
4290,train
4291,train
4293,train
4294,train
4295,train
4296,train
4297,train
4298,validation
4299,train
4300,train
4301,train
4302,train
4303,train
4304,train
4306,train
4308,test
4310,validation
4311,train
4312,validation
4313,test
4314,train
4315,train
4316,test
4317,test
4318,train
4319,test
4320,train
4321,train
4322,train
4323,train
4324,train
4325,train
4326,train
4327,train
4329,train
4330,test
4331,train
4332,train
4334,train
4335,test
4336,test
4338,test
4340,train
4341,train
4342,train
4344,train
4345,test
4346,train
4348,train
4349,train
4350,train
4352,train
4353,train
4354,train
4355,train
4356,train
4359,train
4360,validation
4361,test
4362,validation
4366,train
4367,test
4368,train
4370,train
4371,train
4375,train
4376,train
4377,test
4378,train
4379,test
4380,validation
4381,validation
4384,train
4385,train
4386,test
4387,test
4388,train
4389,train
4390,train
4391,validation
4393,validation
4394,train
4395,train
4396,train
4397,validation
4398,validation
4399,train
4400,train
4401,test
4402,train
4403,validation
4407,train
4408,train
4409,train
4411,validation
4412,train
4413,train
4414,train
4415,train
4416,train
4419,train
4420,test
4421,train
4422,train
4423,validation
4425,train
4426,train
4427,train
4429,train
4430,train
4431,train
4432,train
4434,train
4435,validation
4436,train
4438,train
4439,test
4440,train
4442,train
4444,train
4445,train
4446,validation
4447,train
4448,validation
4449,train
4450,validation
4451,train
4453,train
4454,validation
4455,test
4457,train
4458,train
4459,train
4460,test
4461,train
4462,train
4464,train
4465,train
4467,validation
4468,test
4469,train
4470,train
4471,train
4472,validation
4473,train
4474,train
4475,validation
4476,test
4477,train
4479,train
4480,validation
4481,validation
4482,train
4483,validation
4485,train
4486,train
4487,train
4488,validation
4489,train
4490,validation
4491,train
4492,train
4493,train
4494,train
4495,train
4498,train
4499,train
4501,train
4502,validation
4504,validation
4507,train
4508,train
4509,train
4510,train
4511,train
4512,validation
4513,train
4514,test
4516,test
4517,train
4521,train
4522,train
4523,train
4528,test
4529,test
4530,test
4532,train
4533,train
4535,train
4536,train
4537,train
4538,train
4540,test
4541,train
4542,train
4543,train
4544,train
4546,train
4547,train
4548,train
4550,validation
4551,train
4552,train
4553,test
4554,train
4555,test
4556,train
4557,train
4559,train
4560,train
4561,train
4562,train
4563,test
4564,train
4565,train
4566,validation
4567,train
4568,validation
4569,test
4572,train
4573,train
4574,train
4575,train
4576,train
4577,train
4579,train
4581,test
4582,train
4583,validation
4585,train
4586,train
4587,train
4588,validation
4589,train
4590,train
4591,test
4592,test
4593,validation
4594,train
4595,train
4597,train
4598,train
4599,train
4601,train
4602,validation
4603,train
4604,train
4605,validation
4606,train
4607,train
4608,train
4609,train
4610,validation
4611,validation
4613,validation
4615,test
4616,train
4619,train
4622,train
4623,train
4624,train
4626,train
4627,train
4628,validation
4629,validation
4631,train
4632,train
4634,train
4635,train
4636,test
4637,test
4638,train
4639,train
4640,train
4641,test
4643,validation
4644,train
4645,train
4646,validation
4648,test
4649,train
4650,test
4651,train
4652,train
4653,test
4654,train
4655,train
4656,train
4657,validation
4659,train
4660,test
4661,train
4662,train
4663,train
4664,test
4666,train
4669,train
4670,train
4671,train
4672,train
4673,train
4674,test
4675,test
4676,train
4677,train
4678,train
4679,validation
4681,train
4682,validation
4684,train
4686,train
4688,train
4689,test
4692,train
4694,train
4695,train
4697,test
4698,test
4699,validation
4700,train
4703,validation
4704,train
4705,test
4706,test
4707,train
4708,train
4709,train
4710,train
4711,train
4712,test
4713,test
4714,test
4715,test
4717,validation
4718,train
4719,train
4720,validation
4721,validation
4723,train
4724,validation
4725,test
4727,train
4728,train
4729,train
4730,train
4731,train
4732,test
4736,train
4737,train
4739,validation
4740,train
4743,train
4745,train
4746,train
4747,train
4748,train
4749,test
4750,validation
4751,train
4753,train
4754,train
4755,train
4756,train
4757,train
4758,test
4762,train
4763,validation
4764,test
4765,train
4766,train
4767,train
4768,train
4769,test
4770,train
4771,test
4772,train
4773,train
4774,train
4775,train
4776,train
4777,validation
4778,train
4779,train
4780,train
4781,train
4782,train
4783,validation
4784,train
4785,validation
4787,train
4788,validation
4789,train
4790,train
4791,train
4792,train
4793,train
4794,train
4795,train
4796,train
4799,train
4800,train
4801,validation
4802,train
4803,test
4804,train
4805,train
4806,train
4809,validation
4811,validation
4812,train
4813,train
4814,train
4816,train
4817,validation
4821,train
4822,test
4824,test
4826,train
4827,train
4828,train
4829,train
4830,train
4831,test
4833,train
4834,train
4836,validation
4837,train
4838,train
4839,train
4840,train
4842,train
4843,validation
4844,test
4845,train
4848,test
4849,validation
4850,train
4851,test
4852,train
4854,train
4855,train
4857,train
4858,test
4859,train
4861,test
4862,train
4863,validation
4864,validation
4865,validation
4866,train
4868,train
4871,train
4872,train
4873,train
4874,train
4875,train
4876,train
4877,train
4878,train
4879,train
4880,train
4881,train
4882,test
4883,train
4885,train
4886,train
4887,train
4888,train
4889,validation
4890,train
4891,train
4892,train
4893,validation
4895,train
4896,train
4897,test
4898,validation
4899,train
4901,train
4903,train
4904,train
4907,validation
4908,train
4910,validation
4913,train
4914,train
4915,validation
4916,test
4917,train
4918,train
4919,train
4920,train
4921,train
4922,train
4923,test
4924,train
4925,train
4926,train
4927,train
4928,train
4929,train
4930,test
4931,train
4932,test
4933,validation
4934,train
4935,train
4936,train
4937,train
4939,train
4941,validation
4942,test
4943,train
4944,train
4945,train
4946,train
4947,validation
4948,train
4950,train
4951,test
4952,test
4953,train
4954,train
4956,train
4957,train
4958,train
4960,train
4963,test
4964,validation
4966,train
4969,train
4970,validation
4971,train
4973,train
4974,validation
4975,test
4976,test
4977,test
4978,train
4979,train
4980,train
4981,train
4982,train
4983,test
4984,train
4985,train
4987,train
4988,train
4989,test
4990,train
4991,train
4992,train
4993,validation
4994,train
4995,validation
4996,train
4997,train
4998,train
5003,train
5004,train
5005,train
5007,test
5009,train
5010,train
5011,train
5012,train
5014,validation
5017,train
5018,train
5019,validation
5020,train
5021,validation
5022,test
5024,train
5025,train
5026,train
5027,train
5028,train
5029,train
5031,test
5033,train
5034,test
5035,train
5036,train
5037,train
5038,train
5039,test
5040,train
5041,train
5042,train
5043,train
5044,train
5045,test
5046,test
5047,train
5048,train
5051,train
5052,train
5053,test
5054,validation
5055,train
5057,train
5058,train
5059,train
5060,train
5061,train
5062,train
5063,test
5064,validation
5065,train
5066,train
5068,test
5069,train
5071,test
5072,train
5073,train
5074,validation
5075,validation
5076,train
5078,train
5079,validation
5080,train
5081,test
5082,train
5083,validation
5084,train
5085,train
5087,validation
5088,train
5089,test
5090,train
5092,test
5093,validation
5095,test
5097,validation
5098,validation
5099,train
5100,train
5101,train
5102,train
5104,train
5105,test
5106,train
5108,train
5109,train
5110,train
5111,test
5112,train
5113,train
5115,train
5116,train
5117,train
5118,test
5119,train
5120,train
5121,train
5122,train
5123,validation
5124,train
5125,train
5127,validation
5128,train
5129,train
5131,validation
5132,test
5133,train
5134,train
5135,validation
5136,test
5137,train
5138,validation
5139,train
5140,train
5141,test
5145,train
5146,train
5147,train
5148,train
5149,train
5150,train
5152,train
5153,validation
5154,validation
5156,test
5157,train
5158,train
5160,train
5161,train
5162,test
5163,test
5164,train
5165,train
5167,train
5168,train
5169,train
5170,train
5171,validation
5172,train
5173,validation
5174,validation
5175,train
5176,test
5177,train
5178,train
5179,train
5180,train
5182,validation
5183,train
5185,train
5186,train
5187,validation
5188,train
5189,train
5190,validation
5191,train
5192,validation
5193,train
5194,train
5195,train
5196,train
5197,validation
5198,train
5200,train
5201,validation
5202,train
5203,train
5204,train
5205,train
5206,train
5207,test
5209,validation
5210,validation
5211,train
5212,train
5214,train
5215,test
5216,train
5217,train
5218,test
5219,train
5220,train
5221,validation
5223,train
5224,validation
5225,test
5226,train
5228,train
5229,train
5230,train
5231,train
5233,test
5234,train
5237,train
5238,train
5239,train
5241,train
5242,test
5243,train
5244,test
5245,train
5247,validation
5249,train
5250,train
5251,train
5253,train
5254,test
5256,train
5257,test
5258,train
5259,train
5260,test
5262,train
5265,train
5266,train
5267,train
5268,train
5269,train
5270,train
5271,train
5273,test
5274,train
5275,validation
5276,validation
5278,train
5280,train
5281,train
5282,test
5283,train
5284,train
5285,train
5287,test
5288,train
5289,train
5290,train
5291,train
5292,train
5293,train
5294,train
5296,train
5297,train
5300,validation
5301,test
5303,train
5304,train
5305,test
5306,train
5307,train
5308,train
5309,train
5310,train
5311,train
5313,train
5315,test
5316,train
5317,validation
5319,test
5321,validation
5322,train
5323,train
5326,train
5327,train
5328,train
5330,validation
5331,train
5332,train
5333,train
5334,train
5335,train
5336,train
5337,validation
5338,train
5340,train
5341,test
5342,train
5343,train
5345,train
5346,train
5347,train
5348,train
5349,train
5350,train
5353,train
5357,train
5359,train
5360,validation
5361,train
5364,train
5365,train
5366,train
5367,test
5369,train
5371,train
5372,train
5373,train
5378,train
5379,train
5380,test
5382,train
5384,train
5386,train
5387,train
5388,train
5391,train
5395,train
5397,validation
5398,train
5399,test
5400,validation
5401,validation
5402,train
5404,validation
5405,test
5406,train
5407,train
5408,train
5411,train
5412,train
5413,train
5416,train
5417,train
5419,train
5420,train
5421,train
5422,train
5423,validation
5424,train
5425,train
5426,train
5427,test
5429,train
5430,train
5431,train
5433,train
5434,train
5435,train
5436,test
5437,test
5438,train
5439,test
5440,train
5441,train
5442,test
5443,validation
5444,train
5445,train
5446,validation
5447,train
5448,test
5449,train
5451,validation
5452,train
5453,test
5454,test
5455,train
5456,test
5457,validation
5458,train
5460,train
5461,train
5462,test
5463,train
5465,validation
5466,validation
5467,train
5469,test
5470,train
5471,train
5472,train
5473,validation
5474,train
5475,train
5477,validation
5478,train
5480,train
5481,train
5483,validation
5484,train
5486,test
5488,train
5490,train
5491,train
5493,validation
5494,train
5495,train
5496,train
5497,train
5498,validation
5500,train
5501,validation
5502,train
5504,train
5505,train
5507,train
5508,train
5510,train
5511,train
5513,train
5516,train
5518,train
5519,test
5520,train
5521,train
5523,train
5526,train
5527,train
5528,train
5529,test
5530,test
5531,test
5534,test
5535,train
5536,test
5537,train
5538,validation
5539,train
5542,test
5543,test
5544,train
5545,train
5546,train
5547,train
5548,train
5549,test
5550,train
5551,train
5552,train
5553,train
5554,test
5555,test
5556,train
5557,train
5558,validation
5559,validation
5560,train
5561,train
5562,train
5563,train
5564,test
5565,train
5566,train
5567,train
5568,test
5569,test
5573,train
5575,train
5576,train
5577,train
5578,train
5579,train
5580,test
5581,test
5583,train
5585,train
5586,validation
5587,train
5588,train
5589,train
5590,train
5591,train
5594,train
5595,train
5596,test
5598,test
5599,train
5601,train
5602,test
5603,train
5604,train
5605,test
5606,train
5607,train
5608,train
5610,train
5612,test
5613,train
5614,train
5615,train
5616,train
5617,train
5618,train
5619,train
5620,train
5621,test
5622,train
5623,train
5624,train
5625,train
5626,train
5627,train
5628,train
5629,test
5630,train
5631,train
5632,train
5633,test
5634,validation
5635,train
5636,validation
5637,train
5638,validation
5639,test
5640,train
5641,validation
5642,train
5643,train
5644,train
5645,train
5646,train
5647,train
5648,train
5650,train
5651,train
5652,validation
5653,train
5654,validation
5655,train
5656,train
5657,train
5658,train
5659,train
5660,test
5662,train
5663,train
5664,train
5665,train
5666,test
5667,train
5668,train
5670,test
5671,train
5672,train
5674,train
5675,train
5676,train
5678,train
5679,train
5680,train
5681,train
5683,test
5684,train
5685,train
5686,validation
5687,test
5688,train
5689,train
5690,test
5692,train
5693,train
5694,validation
5695,train
5696,train
5697,train
5699,train
5700,train
5701,train
5702,train
5704,train
5705,test
5706,train
5707,train
5708,validation
5709,train
5710,train
5711,train
5713,train
5715,train
5718,train
5720,train
5721,train
5722,train
5723,train
5725,train
5726,test
5727,train
5728,train
5730,train
5731,test
5732,test
5733,test
5734,train
5735,train
5737,train
5738,train
5739,train
5740,train
5741,train
5742,train
5743,test
5744,validation
5748,validation
5749,train
5751,train
5752,train
5753,test
5754,train
5755,train
5756,train
5757,train
5758,train
5760,test
5761,validation
5762,train
5763,train
5764,validation
5765,test
5766,train
5767,train
5769,train
5770,test
5771,train
5772,train
5774,train
5775,train
5777,train
5778,train
5779,train
5780,train
5782,train
5783,train
5785,train
5786,train
5787,validation
5788,train
5790,train
5792,validation
5794,test
5795,train
5796,train
5798,train
5799,train
5803,train
5804,validation
5805,validation
5806,test
5807,train
5810,test
5811,train
5813,train
5814,train
5815,test
5817,train
5818,train
5819,train
5820,train
5821,validation
5822,train
5823,train
5824,validation
5825,train
5826,train
5827,train
5829,train
5830,train
5831,test
5832,train
5834,test
5835,test
5836,train
5837,train
5838,train
5839,train
5841,test
5842,train
5843,train
5844,test
5845,train
5846,test
5848,test
5849,train
5850,train
5851,train
5852,validation
5853,validation
5854,validation
5856,test
5857,train
5860,train
5861,test
5862,train
5863,test
5864,train
5865,train
5866,validation
5867,train
5868,train
5869,train
5870,test
5872,validation
5873,train
5874,train
5878,train
5880,validation
5881,train
5882,train
5883,validation
5885,train
5886,train
5887,train
5888,train
5891,train
5892,validation
5893,train
5894,train
5895,train
5896,test
5897,test
5898,validation
5899,test
5900,validation
5901,test
5902,test
5903,train
5904,train
5905,train
5906,train
5907,train
5908,test
5909,validation
5910,validation
5912,train
5913,train
5914,validation
5915,train
5916,train
5917,train
5919,validation
5920,train
5921,test
5922,train
5923,train
5924,train
5925,train
5926,train
5927,train
5928,test
5931,train
5932,test
5933,train
5934,train
5935,train
5937,train
5938,train
5939,test
5940,test
5941,train
5942,validation
5943,train
5944,train
5946,train
5947,train
5948,train
5950,train
5951,train
5952,test
5953,train
5954,train
5956,validation
5957,train
5958,train
5959,validation
5960,train
5961,train
5963,train
5964,train
5965,train
5968,train
5969,train
5970,train
5971,train
5973,train
5975,train
5976,test
5977,train
5978,train
5979,validation
5980,train
5981,train
5983,test
5984,train
5986,train
5987,train
5988,train
5989,train
5990,test
5991,train
5993,train
5994,validation
5995,test
5996,train
5997,train
5998,train
5999,test
6000,test
6001,train
6002,train
6003,train
6004,train
6005,train
6006,train
6007,train
6008,train
6009,train
6010,train
6012,train
6013,validation
6014,train
6015,train
6016,train
6017,train
6018,train
6020,train
6021,train
6022,train
6023,train
6025,train
6026,test
6032,train
6033,train
6034,test
6035,train
6037,train
6039,validation
6041,train
6043,train
6044,train
6045,train
6046,train
6047,test
6048,train
6049,train
6050,train
6051,train
6052,train
6054,train
6055,train
6056,train
6058,train
6059,train
6060,train
6062,train
6063,test
6064,train
6065,train
6066,test
6067,train
6068,train
6069,train
6070,train
6071,test
6072,test
6073,validation
6075,train
6076,train
6077,train
6079,train
6080,train
6081,train
6082,train
6084,train
6085,train
6086,validation
6087,train
6088,train
6089,train
6091,test
6094,train
6095,train
6096,train
6097,validation
6098,train
6099,validation
6100,train
6101,test
6102,validation
6104,train
6105,train
6106,validation
6107,train
6108,train
6109,train
6110,train
6111,validation
6112,train
6113,train
6114,train
6115,train
6116,train
6118,train
6119,test
6121,validation
6122,train
6123,test
6124,train
6125,validation
6126,train
6127,train
6128,train
6130,test
6131,train
6132,validation
6133,train
6134,train
6135,train
6136,train
6137,train
6138,train
6139,train
6140,train
6141,train
6142,train
6143,test
6144,train
6145,train
6146,validation
6147,test
6148,train
6149,train
6150,train
6151,train
6152,validation
6154,test
6155,train
6157,train
6158,train
6159,test
6161,train
6162,validation
6163,train
6165,train
6166,train
6167,test
6168,train
6169,train
6170,train
6171,train
6172,train
6173,test
6175,validation
6176,test
6177,validation
6178,test
6180,train
6181,validation
6182,train
6183,train
6184,validation
6187,test
6188,validation
6189,train
6191,train
6192,train
6193,train
6194,test
6195,test
6196,train
6197,test
6198,validation
6199,test
6200,validation
6201,train
6202,test
6204,train
6205,train
6206,train
6207,train
6208,train
6209,train
6210,validation
6211,test
6212,validation
6213,train
6214,train
6215,train
6216,train
6217,train
6218,train
6219,train
6220,train
6221,train
6223,train
6224,validation
6225,train
6226,validation
6227,validation
6228,train
6229,validation
6230,train
6231,train
6232,train
6234,train
6235,validation
6236,train
6237,test
6238,train
6239,train
6240,train
6241,train
6244,test
6245,validation
6246,test
6247,train
6249,train
6250,test
6251,train
6252,validation
6256,test
6257,train
6261,train
6262,test
6263,train
6264,validation
6266,train
6271,train
6272,train
6273,test
6275,train
6276,train
6278,train
6279,test
6280,train
6281,validation
6282,test
6283,train
6284,validation
6285,validation
6286,train
6287,train
6288,train
6290,train
6292,train
6293,train
6295,train
6299,train
6304,test
6305,train
6306,validation
6307,train
6308,train
6309,test
6311,validation
6312,train
6313,train
6314,train
6315,validation
6316,train
6317,train
6320,train
6321,train
6322,validation
6323,train
6325,test
6326,validation
6327,train
6328,train
6329,validation
6332,train
6333,train
6334,train
6335,train
6336,validation
6337,train
6338,train
6341,train
6342,validation
6343,train
6345,train
6346,validation
6347,test
6348,train
6349,train
6350,train
6351,train
6352,test
6353,train
6354,train
6355,test
6356,train
6358,train
6359,train
6360,train
6361,validation
6362,test
6363,validation
6365,train
6366,train
6367,validation
6369,train
6370,test
6372,train
6373,train
6374,train
6375,train
6376,train
6377,train
6380,train
6381,train
6382,train
6383,train
6384,train
6385,train
6386,test
6387,train
6388,train
6389,train
6390,train
6391,train
6392,train
6393,train
6394,train
6395,validation
6396,validation
6397,train
6398,train
6399,train
6401,train
6402,train
6403,train
6404,validation
6406,train
6407,train
6408,validation
6409,train
6411,train
6412,train
6413,train
6414,train
6417,train
6418,train
6420,train
6421,train
6423,train
6424,test
6425,train
6426,validation
6427,validation
6428,validation
6431,train
6433,validation
6434,train
6435,train
6438,train
6439,train
6440,validation
6441,train
6443,train
6445,train
6446,train
6447,train
6448,train
6449,train
6450,train
6451,train
6452,train
6455,train
6456,train
6457,train
6458,train
6459,test
6461,train
6462,train
6463,train
6464,train
6465,train
6466,train
6468,test
6469,train
6470,test
6471,train
6472,train
6473,train
6474,train
6475,test
6477,train
6478,test
6479,train
6481,train
6482,test
6485,train
6486,train
6488,validation
6489,train
6490,validation
6491,test
6493,train
6495,train
6496,train
6497,train
6498,validation
6499,train
6500,train
6502,train
6503,train
6504,train
6505,train
6506,validation
6508,train
6510,validation
6511,train
6512,train
6513,train
6515,train
6516,train
6517,train
6519,validation
6520,train
6521,train
6522,train
6524,train
6525,train
6527,train
6528,train
6530,train
6531,validation
6533,train
6534,test
6535,validation
6536,train
6537,train
6538,train
6539,train
6540,validation
6541,test
6542,train
6543,validation
6545,test
6546,train
6547,train
6548,test
6550,train
6552,train
6553,train
6554,test
6555,train
6556,train
6557,test
6559,train
6560,train
6561,validation
6562,train
6563,validation
6564,train
6565,test
6567,train
6568,train
6569,train
6570,train
6571,train
6572,validation
6573,train
6574,test
6576,train
6577,train
6578,validation
6579,train
6580,train
6581,train
6582,train
6583,train
6584,train
6585,train
6586,train
6587,train
6588,train
6589,train
6590,train
6591,test
6592,validation
6593,validation
6594,train
6595,validation
6596,test
6597,train
6598,train
6600,train
6601,test
6602,train
6603,train
6604,train
6605,train
6606,train
6608,validation
6609,train
6610,train
6611,train
6612,test
6613,train
6614,validation
6615,train
6616,train
6617,validation
6618,train
6619,train
6620,validation
6621,test
6622,train
6623,validation
6625,validation
6629,validation
6631,train
6632,train
6633,train
6634,validation
6635,train
6636,train
6637,train
6638,train
6639,train
6641,train
6642,train
6644,validation
6645,train
6646,validation
6647,test
6648,train
6649,train
6650,validation
6651,train
6654,train
6656,train
6657,train
6658,train
6659,train
6660,validation
6661,train
6662,test
6663,train
6664,train
6665,train
6666,test
6667,train
6668,train
6669,test
6670,validation
6671,train
6674,validation
6675,train
6676,train
6677,test
6678,train
6679,test
6680,train
6681,train
6682,train
6683,train
6684,train
6685,train
6686,train
6687,validation
6689,validation
6690,train
6691,test
6694,train
6696,train
6697,validation
6698,train
6699,train
6701,test
6702,test
6703,train
6704,validation
6705,train
6707,train
6708,train
6709,train
6710,test
6712,train
6716,test
6717,train
6719,train
6720,train
6721,test
6722,train
6723,validation
6724,train
6725,train
6726,test
6728,test
6729,train
6730,train
6731,test
6732,train
6733,train
6734,train
6735,test
6736,train
6737,test
6741,test
6743,train
6744,train
6745,train
6746,train
6747,train
6748,train
6749,train
6750,validation
6751,train
6752,validation
6753,test
6754,train
6758,test
6761,train
6762,train
6763,test
6764,train
6765,train
6768,train
6770,train
6771,test
6772,validation
6773,train
6774,train
6775,train
6776,train
6777,validation
6778,test
6781,train
6782,validation
6783,train
6784,test
6785,validation
6786,validation
6787,test
6789,train
6790,validation
6791,train
6792,train
6793,train
6794,train
6795,validation
6796,train
6798,train
6799,train
6800,train
6801,train
6804,train
6805,train
6807,train
6808,validation
6809,train
6810,test
6811,train
6814,train
6815,validation
6816,validation
6817,train
6818,train
6819,train
6821,train
6822,train
6823,train
6824,train
6825,train
6826,train
6827,train
6829,train
6830,test
6831,train
6832,test
6833,train
6834,train
6835,test
6837,test
6838,validation
6840,test
6842,train
6843,train
6844,train
6845,train
6846,test
6847,test
6848,train
6853,train
6854,train
6855,train
6856,train
6857,validation
6858,train
6859,train
6860,train
6861,train
6862,train
6863,train
6864,train
6865,train
6866,train
6867,test
6868,validation
6869,train
6870,validation
6871,validation
6872,train
6874,train
6875,train
6876,train
6877,train
6878,train
6879,validation
6881,train
6882,train
6884,test
6886,train
6887,validation
6888,test
6889,train
6890,test
6891,train
6893,train
6894,train
6895,train
6896,validation
6897,test
6898,train
6899,train
6901,train
6903,train
6904,test
6905,train
6906,train
6907,train
6908,validation
6909,train
6910,train
6911,train
6912,test
6913,train
6914,validation
6916,train
6917,train
6918,train
6919,train
6920,train
6921,train
6922,test
6923,validation
6924,train
6928,validation
6930,validation
6931,train
6932,train
6933,validation
6934,train
6935,train
6936,train
6937,train
6938,train
6939,train
6940,test
6941,validation
6943,test
6944,train
6945,test
6946,validation
6947,test
6948,train
6949,validation
6950,test
6951,train
6952,train
6953,validation
6954,train
6955,validation
6956,test
6958,train
6959,train
6960,train
6962,train
6963,train
6964,train
6965,train
6966,train
6967,train
6968,train
6969,train
6971,train
6972,train
6973,train
6974,test
6975,train
6976,train
6977,train
6978,validation
6979,validation
6980,train
6982,train
6983,train
6984,train
6985,validation
6989,train
6991,validation
6993,train
6994,train
6995,validation
6996,train
6997,train
6998,validation
6999,train
7000,train
7001,train
7002,train
7003,train
7004,train
7005,train
7006,validation
7007,train
7008,test
7009,validation
